0.9358,0.926,0.974,0.928,0.843,0.946,0.894,0.962,0.961,0.978,0.946
0.9364,0.929,0.974,0.928,0.844,0.946,0.896,0.962,0.961,0.978,0.946
0.936,0.926,0.974,0.928,0.843,0.947,0.896,0.962,0.961,0.977,0.946
0.9361,0.927,0.974,0.928,0.845,0.945,0.896,0.962,0.961,0.977,0.946
0.9361,0.928,0.974,0.927,0.844,0.945,0.895,0.962,0.961,0.978,0.947
0.9366,0.927,0.974,0.929,0.844,0.947,0.896,0.963,0.961,0.978,0.947
0.9363,0.926,0.974,0.929,0.845,0.945,0.895,0.962,0.961,0.978,0.948
0.936,0.926,0.974,0.929,0.843,0.946,0.895,0.962,0.961,0.978,0.946
0.9357,0.926,0.974,0.928,0.841,0.945,0.895,0.963,0.96,0.978,0.947
0.9358,0.927,0.974,0.928,0.84,0.946,0.896,0.962,0.961,0.977,0.947
0.9359,0.926,0.974,0.927,0.846,0.945,0.895,0.962,0.961,0.977,0.946
0.9361,0.927,0.974,0.929,0.843,0.945,0.896,0.961,0.961,0.978,0.947
0.9359,0.927,0.974,0.928,0.841,0.946,0.895,0.962,0.961,0.978,0.947
0.9362,0.927,0.974,0.927,0.844,0.945,0.896,0.963,0.961,0.977,0.948
0.9359,0.924,0.974,0.928,0.845,0.946,0.895,0.962,0.96,0.978,0.947
0.9359,0.927,0.974,0.927,0.844,0.946,0.896,0.962,0.961,0.977,0.945
0.9357,0.926,0.974,0.926,0.845,0.945,0.896,0.961,0.961,0.976,0.947
0.9363,0.929,0.974,0.928,0.842,0.946,0.896,0.962,0.961,0.977,0.948
0.9359,0.926,0.974,0.927,0.842,0.946,0.896,0.962,0.961,0.978,0.947
0.9356,0.924,0.974,0.929,0.843,0.946,0.895,0.962,0.96,0.978,0.945
0.9357,0.926,0.974,0.928,0.842,0.946,0.894,0.962,0.961,0.978,0.946
0.936,0.927,0.974,0.928,0.845,0.945,0.895,0.962,0.961,0.977,0.946
0.9357,0.924,0.973,0.929,0.844,0.945,0.895,0.962,0.96,0.978,0.947
0.9357,0.927,0.974,0.927,0.843,0.945,0.895,0.962,0.96,0.978,0.946
0.9361,0.927,0.973,0.929,0.845,0.945,0.895,0.962,0.961,0.977,0.947
0.9362,0.927,0.974,0.93,0.842,0.946,0.896,0.962,0.961,0.977,0.947
0.9362,0.927,0.974,0.928,0.845,0.946,0.895,0.962,0.961,0.978,0.946
0.9358,0.926,0.974,0.928,0.843,0.946,0.895,0.962,0.961,0.977,0.946
0.9362,0.929,0.974,0.927,0.842,0.946,0.896,0.962,0.961,0.978,0.947
0.936,0.926,0.974,0.928,0.844,0.946,0.895,0.962,0.961,0.978,0.946
0.9356,0.928,0.974,0.927,0.842,0.945,0.895,0.962,0.961,0.978,0.944
0.9359,0.926,0.974,0.929,0.845,0.946,0.893,0.962,0.961,0.978,0.945
0.9363,0.926,0.974,0.929,0.845,0.947,0.896,0.962,0.961,0.978,0.945
0.9359,0.927,0.974,0.928,0.844,0.946,0.895,0.962,0.96,0.977,0.946
0.9363,0.926,0.974,0.93,0.843,0.947,0.895,0.963,0.96,0.978,0.947
0.9356,0.925,0.974,0.928,0.844,0.945,0.896,0.962,0.96,0.977,0.945
0.9363,0.928,0.974,0.928,0.843,0.946,0.897,0.962,0.961,0.977,0.947
0.9358,0.928,0.974,0.927,0.843,0.945,0.895,0.962,0.961,0.978,0.945
0.9358,0.927,0.974,0.928,0.842,0.946,0.896,0.961,0.961,0.977,0.946
0.9362,0.927,0.974,0.929,0.844,0.946,0.895,0.962,0.961,0.978,0.946
0.9359,0.926,0.974,0.928,0.841,0.947,0.897,0.962,0.96,0.978,0.946
0.9364,0.927,0.974,0.928,0.845,0.946,0.896,0.962,0.961,0.978,0.947
0.9359,0.925,0.974,0.929,0.843,0.946,0.895,0.962,0.96,0.978,0.947
0.9361,0.926,0.974,0.927,0.844,0.946,0.895,0.963,0.961,0.978,0.947
0.9361,0.926,0.974,0.928,0.846,0.946,0.895,0.962,0.961,0.977,0.946
0.936,0.923,0.974,0.929,0.844,0.945,0.896,0.963,0.961,0.978,0.947
0.9358,0.926,0.974,0.928,0.843,0.945,0.895,0.962,0.961,0.978,0.946
0.9361,0.927,0.974,0.929,0.842,0.946,0.895,0.963,0.96,0.978,0.947
0.9359,0.927,0.974,0.927,0.845,0.946,0.895,0.962,0.961,0.977,0.945
0.9359,0.924,0.974,0.929,0.843,0.946,0.895,0.962,0.961,0.978,0.947
0.9358,0.926,0.974,0.927,0.842,0.945,0.896,0.962,0.961,0.978,0.947
0.9358,0.927,0.974,0.927,0.845,0.945,0.894,0.962,0.961,0.978,0.945
0.936,0.928,0.974,0.928,0.845,0.946,0.895,0.962,0.96,0.977,0.945
0.9357,0.926,0.973,0.928,0.842,0.945,0.896,0.962,0.961,0.977,0.947
0.9359,0.924,0.974,0.93,0.845,0.945,0.895,0.962,0.961,0.977,0.946
0.9358,0.927,0.974,0.927,0.842,0.946,0.896,0.962,0.961,0.978,0.945
0.9361,0.928,0.974,0.926,0.844,0.946,0.896,0.962,0.961,0.978,0.946
0.9361,0.927,0.974,0.928,0.843,0.946,0.896,0.962,0.961,0.977,0.947
0.9358,0.926,0.974,0.928,0.844,0.945,0.895,0.962,0.96,0.977,0.947
0.936,0.926,0.974,0.929,0.844,0.946,0.895,0.962,0.96,0.978,0.946
0.9359,0.926,0.973,0.927,0.844,0.946,0.896,0.962,0.961,0.977,0.947
0.9357,0.926,0.974,0.929,0.841,0.945,0.895,0.962,0.961,0.978,0.946
0.9361,0.928,0.974,0.929,0.842,0.946,0.896,0.962,0.961,0.977,0.946
0.9361,0.927,0.974,0.929,0.842,0.946,0.895,0.962,0.961,0.978,0.947
0.9355,0.925,0.974,0.928,0.843,0.946,0.895,0.962,0.96,0.977,0.945
